Researcher,Date completed,Ungulate Family,Ungulate Latin Name,Ungulate Common Name,Season in which plant recorded,Binned season,Year started,Year ended,Plant Reported Family,Plant Reported Genus,Plant Reported Species,Plant Reported Name,% Contribution to Diet,preference ranking,Data type,Units/metric diet is reported,Binned units (leave blank for now),Author definition of units,Total number of plant species eaten,Total Number of plant species available,Complete list of plants eaten or partial?,Reported Method,Binned method,Author definition of methods,Within study groupings (#),Type of grouping,Name of grouping,Author explaination of grouping,Sample size per grouping,Sample size units,Total sample size,Total sample size units,Author explaination of sample size,Latitude 1,Longitude 1,Latitude 2,Longitude 2,lat/long reported or inferred,Reported Study Site Location,Country,Continent,Author reported habitat/biome,Biome,Precipication/ rainfall,Were other ungulate species studied in this paper?,"If yes, list the common names here",Confidence level in data reported/collected,Reason for confidence level?,Citation (abrv),URL,Notes,Double checked by 2nd person?,Were changes made?,Notes/feedback on what was changed and why,2nd person initials,Date,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Amelanchier,alnifolia,Amelanchier alnifolia,0,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Berberis,repens,Berberis repens,0.4,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Cercocarpus,ledifolius,Cercocarpus ledifolius,6.1,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Physocarpus,malvaceus,Physocarpus malvaceus,2.8,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Purshia,tridentata,Purshia tridentata,6.8,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Ribes,NA,Ribes sp.,1.9,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Salix,NA,Salix sp.,0.6,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,Pseudotsuga,menziesii,Pseudotsuga menziesii,0,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Summer,dry,1994,1997,NA,NA,NA,Moss,0,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Summer,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Late Summer Fall,dry,1994,1997,NA,Pseudoroegnenia,spicata,Pseudoroegnenia spicata,23.3,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Late Summer Fall,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
DF,,Bovidae,Ovis canadensis,bighorn sheep,Late Summer Fall,dry,1994,1997,NA,Bromus,tectorum,Bromus tectorum,2.2,NA,proportion,composition of plant species,,"Average seasonal composition of plant species (≥ 1%) in bighorn sheep diet from Big Creek, Idaho 1994-1997, as determined by microhistological fecal analysis.",NA,NA,partial,microhistological fecal analysis,fecal microhistology,"In our study area, fecal analysis represented the best method for obtaining an estimate of diet composition for free-ranging bighorn sheep. Fecal analysis enabled us to follow the seasonal diet selection of a group of animals through time without eliminating or capturing individuals.",5,temporal,Late Summer Fall,"Pellet samples were collected between June 1994 and February 1995, January and August 1996, and January and May 1997.",8,composite samples,46,composite samples,"Eight composite samples were analyzed for summer, late summer-fall, late winter, and spring. Fourteen composite samples were analyzed for winter.",45.14N,115W,NA,NA,inferred,"Big Creek, Idaho",United States of America,North America,Grasslands,grassland,,,,high,authors/reported data very clear,"Wagner, Peek 2006",,,,,,,,,,,,,
